ko_id,pathway_id,pathway_name
K05882,map99980,Enzymes with EC numbers
K17735,map99980,Enzymes with EC numbers
K22418,map99980,Enzymes with EC numbers
K00091,map99980,Enzymes with EC numbers
K17739,map99980,Enzymes with EC numbers
K00098,map99980,Enzymes with EC numbers
K17064,map99980,Enzymes with EC numbers
K05886,map99980,Enzymes with EC numbers
K19181,map99980,Enzymes with EC numbers
K00153,map99980,Enzymes with EC numbers
K15509,map99980,Enzymes with EC numbers
K16216,map99980,Enzymes with EC numbers
K16652,map99980,Enzymes with EC numbers
K06221,map99980,Enzymes with EC numbers
K06222,map99980,Enzymes with EC numbers
K19811,map99980,Enzymes with EC numbers
K18855,map99980,Enzymes with EC numbers
K19711,map99980,Enzymes with EC numbers
K21101,map99980,Enzymes with EC numbers
K20927,map99980,Enzymes with EC numbers
K21054,map99980,Enzymes with EC numbers
K20900,map99980,Enzymes with EC numbers
K21702,map99980,Enzymes with EC numbers
K21616,map99980,Enzymes with EC numbers
K22024,map99980,Enzymes with EC numbers
K22025,map99980,Enzymes with EC numbers
K08319,map99980,Enzymes with EC numbers
K22320,map99980,Enzymes with EC numbers
K22322,map99980,Enzymes with EC numbers
K23557,map99980,Enzymes with EC numbers
K23244,map99980,Enzymes with EC numbers
K23245,map99980,Enzymes with EC numbers
K06607,map99980,Enzymes with EC numbers
K11162,map99980,Enzymes with EC numbers
K19265,map99980,Enzymes with EC numbers
K19954,map99980,Enzymes with EC numbers
K19955,map99980,Enzymes with EC numbers
K21416,map99980,Enzymes with EC numbers
K21417,map99980,Enzymes with EC numbers
K23271,map99980,Enzymes with EC numbers
K24425,map99980,Enzymes with EC numbers
K05889,map99980,Enzymes with EC numbers
K05888,map99980,Enzymes with EC numbers
K10530,map99980,Enzymes with EC numbers
K23272,map99980,Enzymes with EC numbers
K17756,map99980,Enzymes with EC numbers
K20937,map99980,Enzymes with EC numbers
K23273,map99980,Enzymes with EC numbers
K23274,map99980,Enzymes with EC numbers
K21430,map99980,Enzymes with EC numbers
K17760,map99980,Enzymes with EC numbers
K15510,map99980,Enzymes with EC numbers
K16653,map99980,Enzymes with EC numbers
K21835,map99980,Enzymes with EC numbers
K00540,map99980,Enzymes with EC numbers
K19069,map99980,Enzymes with EC numbers
K11173,map99980,Enzymes with EC numbers
K00118,map99980,Enzymes with EC numbers
K00119,map99980,Enzymes with EC numbers
K18204,map99980,Enzymes with EC numbers
K11163,map99980,Enzymes with EC numbers
K11165,map99980,Enzymes with EC numbers
K11166,map99980,Enzymes with EC numbers
K11168,map99980,Enzymes with EC numbers
K23107,map99980,Enzymes with EC numbers
K00154,map99980,Enzymes with EC numbers
K14330,map99980,Enzymes with EC numbers
K00155,map99980,Enzymes with EC numbers
K18601,map99980,Enzymes with EC numbers
K23463,map99980,Enzymes with EC numbers
K03518,map99980,Enzymes with EC numbers
K03519,map99980,Enzymes with EC numbers
K03520,map99980,Enzymes with EC numbers
K00179,map99980,Enzymes with EC numbers
K00180,map99980,Enzymes with EC numbers
K04090,map99980,Enzymes with EC numbers
K19070,map99980,Enzymes with EC numbers
K19071,map99980,Enzymes with EC numbers
K19072,map99980,Enzymes with EC numbers
K07469,map99980,Enzymes with EC numbers
K14728,map99980,Enzymes with EC numbers
K22419,map99980,Enzymes with EC numbers
K00219,map99980,Enzymes with EC numbers
K08070,map99980,Enzymes with EC numbers
K19825,map99980,Enzymes with EC numbers
K18980,map99980,Enzymes with EC numbers
K22430,map99980,Enzymes with EC numbers
K22432,map99980,Enzymes with EC numbers
K22462,map99980,Enzymes with EC numbers
K24002,map99980,Enzymes with EC numbers
K13236,map99980,Enzymes with EC numbers
K00258,map99980,Enzymes with EC numbers
K23050,map99980,Enzymes with EC numbers
K23256,map99980,Enzymes with EC numbers
K06137,map99980,Enzymes with EC numbers
K21375,map99980,Enzymes with EC numbers
K05897,map99980,Enzymes with EC numbers
K24016,map99980,Enzymes with EC numbers
K18561,map99980,Enzymes with EC numbers
K24696,map99980,Enzymes with EC numbers
K07302,map99980,Enzymes with EC numbers
K07303,map99980,Enzymes with EC numbers
K21401,map99980,Enzymes with EC numbers
K00257,map99980,Enzymes with EC numbers
K18244,map99980,Enzymes with EC numbers
K22818,map99980,Enzymes with EC numbers
K22819,map99980,Enzymes with EC numbers
K22820,map99980,Enzymes with EC numbers
K22821,map99980,Enzymes with EC numbers
K22822,map99980,Enzymes with EC numbers
K17831,map99980,Enzymes with EC numbers
K24693,map99980,Enzymes with EC numbers
K00280,map99980,Enzymes with EC numbers
K05300,map99980,Enzymes with EC numbers
K04940,map99980,Enzymes with EC numbers
K06988,map99980,Enzymes with EC numbers
K02846,map99980,Enzymes with EC numbers
K22551,map99980,Enzymes with EC numbers
K00311,map99980,Enzymes with EC numbers
K00313,map99980,Enzymes with EC numbers
K22167,map99980,Enzymes with EC numbers
K22168,map99980,Enzymes with EC numbers
K22169,map99980,Enzymes with EC numbers
K00327,map99980,Enzymes with EC numbers
K17870,map99980,Enzymes with EC numbers
K22405,map99980,Enzymes with EC numbers
K18208,map99980,Enzymes with EC numbers
K23842,map99980,Enzymes with EC numbers
K00344,map99980,Enzymes with EC numbers
K00359,map99980,Enzymes with EC numbers
K23948,map99980,Enzymes with EC numbers
K03923,map99980,Enzymes with EC numbers
K00354,map99980,Enzymes with EC numbers
K03206,map99980,Enzymes with EC numbers
K01118,map99980,Enzymes with EC numbers
K22364,map99980,Enzymes with EC numbers
K08255,map99980,Enzymes with EC numbers
K17883,map99980,Enzymes with EC numbers
K20203,map99980,Enzymes with EC numbers
K22347,map99980,Enzymes with EC numbers
K03387,map99980,Enzymes with EC numbers
K22124,map99980,Enzymes with EC numbers
K24426,map99980,Enzymes with EC numbers
K24299,map99980,Enzymes with EC numbers
K10758,map99980,Enzymes with EC numbers
K17891,map99980,Enzymes with EC numbers
K07304,map99980,Enzymes with EC numbers
K12267,map99980,Enzymes with EC numbers
K07305,map99980,Enzymes with EC numbers
K11209,map99980,Enzymes with EC numbers
K07393,map99980,Enzymes with EC numbers
K17892,map99980,Enzymes with EC numbers
K12260,map99980,Enzymes with EC numbers
K01829,map99980,Enzymes with EC numbers
K07147,map99980,Enzymes with EC numbers
K05909,map99980,Enzymes with EC numbers
K17893,map99980,Enzymes with EC numbers
K12262,map99980,Enzymes with EC numbers
K00428,map99980,Enzymes with EC numbers
K07217,map99980,Enzymes with EC numbers
K19511,map99980,Enzymes with EC numbers
K00433,map99980,Enzymes with EC numbers
K17990,map99980,Enzymes with EC numbers
K20205,map99980,Enzymes with EC numbers
K23075,map99980,Enzymes with EC numbers
K15733,map99980,Enzymes with EC numbers
K03564,map99980,Enzymes with EC numbers
K11065,map99980,Enzymes with EC numbers
K23856,map99980,Enzymes with EC numbers
K24157,map99980,Enzymes with EC numbers
K24158,map99980,Enzymes with EC numbers
K24129,map99980,Enzymes with EC numbers
K24140,map99980,Enzymes with EC numbers
K24119,map99980,Enzymes with EC numbers
K04063,map99980,Enzymes with EC numbers
K04756,map99980,Enzymes with EC numbers
K24126,map99980,Enzymes with EC numbers
K24120,map99980,Enzymes with EC numbers
K07223,map99980,Enzymes with EC numbers
K21820,map99980,Enzymes with EC numbers
K00436,map99980,Enzymes with EC numbers
K18005,map99980,Enzymes with EC numbers
K18006,map99980,Enzymes with EC numbers
K18007,map99980,Enzymes with EC numbers
K18331,map99980,Enzymes with EC numbers
K18332,map99980,Enzymes with EC numbers
K18008,map99980,Enzymes with EC numbers
K05922,map99980,Enzymes with EC numbers
K18016,map99980,Enzymes with EC numbers
K18023,map99980,Enzymes with EC numbers
K06911,map99980,Enzymes with EC numbers
K07155,map99980,Enzymes with EC numbers
K09162,map99980,Enzymes with EC numbers
K20148,map99980,Enzymes with EC numbers
K18031,map99980,Enzymes with EC numbers
K10252,map99980,Enzymes with EC numbers
K00464,map99980,Enzymes with EC numbers
K21822,map99980,Enzymes with EC numbers
K22690,map99980,Enzymes with EC numbers
K23117,map99980,Enzymes with EC numbers
K23118,map99980,Enzymes with EC numbers
K23363,map99980,Enzymes with EC numbers
K24290,map99980,Enzymes with EC numbers
K24700,map99980,Enzymes with EC numbers
K00465,map99980,Enzymes with EC numbers
K11159,map99980,Enzymes with EC numbers
K23953,map99980,Enzymes with EC numbers
K21815,map99980,Enzymes with EC numbers
K22406,map99980,Enzymes with EC numbers
K22407,map99980,Enzymes with EC numbers
K18055,map99980,Enzymes with EC numbers
K18058,map99980,Enzymes with EC numbers
K20157,map99980,Enzymes with EC numbers
K23516,map99980,Enzymes with EC numbers
K10765,map99980,Enzymes with EC numbers
K10766,map99980,Enzymes with EC numbers
K21614,map99980,Enzymes with EC numbers
K22616,map99980,Enzymes with EC numbers
K24291,map99980,Enzymes with EC numbers
K24448,map99980,Enzymes with EC numbers
K22303,map99980,Enzymes with EC numbers
K07336,map99980,Enzymes with EC numbers
K10768,map99980,Enzymes with EC numbers
K10769,map99980,Enzymes with EC numbers
K19245,map99980,Enzymes with EC numbers
K23066,map99980,Enzymes with EC numbers
K24028,map99980,Enzymes with EC numbers
K24029,map99980,Enzymes with EC numbers
K05916,map99980,Enzymes with EC numbers
K10531,map99980,Enzymes with EC numbers
K21684,map99980,Enzymes with EC numbers
K21323,map99980,Enzymes with EC numbers
K22027,map99980,Enzymes with EC numbers
K22324,map99980,Enzymes with EC numbers
K22342,map99980,Enzymes with EC numbers
K22343,map99980,Enzymes with EC numbers
K22344,map99980,Enzymes with EC numbers
K22443,map99980,Enzymes with EC numbers
K22444,map99980,Enzymes with EC numbers
K23556,map99980,Enzymes with EC numbers
K24003,map99980,Enzymes with EC numbers
K22219,map99980,Enzymes with EC numbers
K22220,map99980,Enzymes with EC numbers
K20938,map99980,Enzymes with EC numbers
K21281,map99980,Enzymes with EC numbers
K23319,map99980,Enzymes with EC numbers
K23464,map99980,Enzymes with EC numbers
K24702,map99980,Enzymes with EC numbers
K24703,map99980,Enzymes with EC numbers
K15537,map99980,Enzymes with EC numbers
K00504,map99980,Enzymes with EC numbers
K24006,map99980,Enzymes with EC numbers
K19703,map99980,Enzymes with EC numbers
K19706,map99980,Enzymes with EC numbers
K24121,map99980,Enzymes with EC numbers
K13076,map99980,Enzymes with EC numbers
K23036,map99980,Enzymes with EC numbers
K23054,map99980,Enzymes with EC numbers
K21734,map99980,Enzymes with EC numbers
K21735,map99980,Enzymes with EC numbers
K21737,map99980,Enzymes with EC numbers
K20416,map99980,Enzymes with EC numbers
K20417,map99980,Enzymes with EC numbers
K05918,map99980,Enzymes with EC numbers
K22712,map99980,Enzymes with EC numbers
K22692,map99980,Enzymes with EC numbers
K22694,map99980,Enzymes with EC numbers
K22875,map99980,Enzymes with EC numbers
K23119,map99980,Enzymes with EC numbers
K22996,map99980,Enzymes with EC numbers
K06072,map99980,Enzymes with EC numbers
K19356,map99980,Enzymes with EC numbers
K00516,map99980,Enzymes with EC numbers
K22033,map99980,Enzymes with EC numbers
K21481,map99980,Enzymes with EC numbers
K23752,map99980,Enzymes with EC numbers
K24704,map99980,Enzymes with EC numbers
K24705,map99980,Enzymes with EC numbers
K10253,map99980,Enzymes with EC numbers
K15007,map99980,Enzymes with EC numbers
K24116,map99980,Enzymes with EC numbers
K00518,map99980,Enzymes with EC numbers
K05919,map99980,Enzymes with EC numbers
K00520,map99980,Enzymes with EC numbers
K00521,map99980,Enzymes with EC numbers
K07229,map99980,Enzymes with EC numbers
K02217,map99980,Enzymes with EC numbers
K06324,map99980,Enzymes with EC numbers
K22348,map99980,Enzymes with EC numbers
K22349,map99980,Enzymes with EC numbers
K22350,map99980,Enzymes with EC numbers
K14588,map99980,Enzymes with EC numbers
K20150,map99980,Enzymes with EC numbers
K22341,map99980,Enzymes with EC numbers
K21677,map99980,Enzymes with EC numbers
K24452,map99980,Enzymes with EC numbers
K24453,map99980,Enzymes with EC numbers
K24716,map99980,Enzymes with EC numbers
K24718,map99980,Enzymes with EC numbers
K00528,map99980,Enzymes with EC numbers
K21567,map99980,Enzymes with EC numbers
K12265,map99980,Enzymes with EC numbers
K18916,map99980,Enzymes with EC numbers
K00537,map99980,Enzymes with EC numbers
K22547,map99980,Enzymes with EC numbers
K18917,map99980,Enzymes with EC numbers
K03741,map99980,Enzymes with EC numbers
K10670,map99980,Enzymes with EC numbers
K10671,map99980,Enzymes with EC numbers
K10672,map99980,Enzymes with EC numbers
K21577,map99980,Enzymes with EC numbers
K21578,map99980,Enzymes with EC numbers
K21579,map99980,Enzymes with EC numbers
K06139,map99980,Enzymes with EC numbers
K06937,map99980,Enzymes with EC numbers
K04068,map99980,Enzymes with EC numbers
K04069,map99980,Enzymes with EC numbers
K04070,map99980,Enzymes with EC numbers
K23300,map99980,Enzymes with EC numbers
K11933,map99980,Enzymes with EC numbers
K12136,map99980,Enzymes with EC numbers
K12137,map99980,Enzymes with EC numbers
K12138,map99980,Enzymes with EC numbers
K12139,map99980,Enzymes with EC numbers
K12140,map99980,Enzymes with EC numbers
K12141,map99980,Enzymes with EC numbers
K12142,map99980,Enzymes with EC numbers
K12144,map99980,Enzymes with EC numbers
K12145,map99980,Enzymes with EC numbers
K14189,map99980,Enzymes with EC numbers
K15976,map99980,Enzymes with EC numbers
K22122,map99980,Enzymes with EC numbers
K23321,map99980,Enzymes with EC numbers
K22545,map99980,Enzymes with EC numbers
K00573,map99980,Enzymes with EC numbers
K00574,map99980,Enzymes with EC numbers
K20215,map99980,Enzymes with EC numbers
K21551,map99980,Enzymes with EC numbers
K18801,map99980,Enzymes with EC numbers
K00598,map99980,Enzymes with EC numbers
K22438,map99980,Enzymes with EC numbers
K21552,map99980,Enzymes with EC numbers
K16215,map99980,Enzymes with EC numbers
K16219,map99980,Enzymes with EC numbers
K16217,map99980,Enzymes with EC numbers
K16868,map99980,Enzymes with EC numbers
K21483,map99980,Enzymes with EC numbers
K18886,map99980,Enzymes with EC numbers
K18848,map99980,Enzymes with EC numbers
K21457,map99980,Enzymes with EC numbers
K21377,map99980,Enzymes with EC numbers
K21460,map99980,Enzymes with EC numbers
K20238,map99980,Enzymes with EC numbers
K21936,map99980,Enzymes with EC numbers
K22309,map99980,Enzymes with EC numbers
K23078,map99980,Enzymes with EC numbers
K23973,map99980,Enzymes with EC numbers
K24288,map99980,Enzymes with EC numbers
K24667,map99980,Enzymes with EC numbers
K18537,map99980,Enzymes with EC numbers
K05303,map99980,Enzymes with EC numbers
K07444,map99980,Enzymes with EC numbers
K21402,map99980,Enzymes with EC numbers
K22123,map99980,Enzymes with EC numbers
K22704,map99980,Enzymes with EC numbers
K22705,map99980,Enzymes with EC numbers
K22843,map99980,Enzymes with EC numbers
K23323,map99980,Enzymes with EC numbers
K23870,map99980,Enzymes with EC numbers
K23871,map99980,Enzymes with EC numbers
K13252,map99980,Enzymes with EC numbers
K13043,map99980,Enzymes with EC numbers
K00612,map99980,Enzymes with EC numbers
K11941,map99980,Enzymes with EC numbers
K18847,map99980,Enzymes with EC numbers
K00633,map99980,Enzymes with EC numbers
K13935,map99980,Enzymes with EC numbers
K03377,map99980,Enzymes with EC numbers
K22441,map99980,Enzymes with EC numbers
K11171,map99980,Enzymes with EC numbers
K00661,map99980,Enzymes with EC numbers
K00671,map99980,Enzymes with EC numbers
K00675,map99980,Enzymes with EC numbers
K22247,map99980,Enzymes with EC numbers
K15520,map99980,Enzymes with EC numbers
K21378,map99980,Enzymes with EC numbers
K16872,map99980,Enzymes with EC numbers
K18932,map99980,Enzymes with EC numbers
K21399,map99980,Enzymes with EC numbers
K21400,map99980,Enzymes with EC numbers
K21935,map99980,Enzymes with EC numbers
K03820,map99980,Enzymes with EC numbers
K22617,map99980,Enzymes with EC numbers
K22838,map99980,Enzymes with EC numbers
K22839,map99980,Enzymes with EC numbers
K22840,map99980,Enzymes with EC numbers
K22797,map99980,Enzymes with EC numbers
K22463,map99980,Enzymes with EC numbers
K23156,map99980,Enzymes with EC numbers
K23414,map99980,Enzymes with EC numbers
K23415,map99980,Enzymes with EC numbers
K23416,map99980,Enzymes with EC numbers
K22795,map99980,Enzymes with EC numbers
K01043,map99980,Enzymes with EC numbers
K03824,map99980,Enzymes with EC numbers
K03826,map99980,Enzymes with EC numbers
